Review,Classification
 خدمة ممتازه ورائعه يشكرون عليها وزارة الصحه ,positive
 جميل جدا .وتطور مبهر ,positive
 ممتاز واتمنى التقدم والازدهار لبلدي في جميع الخدمات المقدمه للمواطن ,positive
 تطبيق جيد للمستخدمين يحتاح وضع فيه تقييم من قبل المراجعين الخدمات التي تقدم لهم 1- نظافه الموقع 2- التنظيم 3 - خانه رفع صور واثبات فيديو ,neutral
 تطبيق ممتاز ,positive
 برنامج جيد للغاية ,positive
 الله يجزاكم خير اكثر من رائع .. ,positive
 ممتاأااز جدا ,positive
 تجربة رائعة ,positive
 مميز.. وصار يسجل الدخول ببصمة الإصبع أعجبني ✌️ ,positive
 ممتاز جدا والا الاحسن باذن الله ,positive
 ممتاز جدا همة حتى القمة ,positive
 الله يجزاكم خير على تسهيل الإجراءات على المواطنين شكرا لكم ,positive
 نتمني المزيد من الرقي والازدهار وشكرا لمجهوداتكم واخلاصكم لله ,positive
 بصراحة برنامج رائع جدا حيث انه سهل لنا معرفه الموعد مسبقا وعدم الانتظار ,positive
 ممتاز لكن حبذا لو يضاف له ميزة التذكير بالموعد قبل يوم مثلاً.. ,positive
 ممتاز وسهل الاستخدام ,positive
 فكره ممتازه تشكرون على مجهوداتكم الرائعه ,positive
 ممتازة ,positive
 ممتاز وبالتوفيق ان شاء الله ,positive
 ممتازة ,positive
 ماشاءالله تبارك الله ممتاز ,positive
 سهولة الحجز ,positive
 ممتاز جدا وعملي ومريح الى ابعد حد ,positive
 ممتاز ومريح وسهل الاستخدام بدون تعقيدات ,positive
 ممتاز جدا شكراً للربيعه الله يجزاك الف خير سادعي لك في مكه بارك الله فيك ,positive
 جيد جدا جدا جدا لكم الشكر والتقدير ,positive
 سهوله بالتعامل والانجاز السريع ,positive
 سهل الاستخدام ,positive
 ممتازة ويا رب تشفي كل مريض ,positive
 شكرا لكل من ساهم في هذا البرنامج وجزاكم الله كل خير يا رب ,positive
 تجرية رائعه ومميزه ,positive
 تطبيق اكثر من رائع ,positive
 تطبيق ممتاز من وزارتنا الصحة مشكورين وخدمة نعتز بها ومشكور من نظم التطبيق . ,positive
 اكثر من رائع وشكرااا ,positive
 روعة جدا ,positive
 الله يعطيكم الف عافيه ,negative
 ممتاز ومن افضل للأفض. ,positive
 يعطيكم العافية 👍👍👍 ,positive
 ممتاز شكرا لوزارة الصحة ,positive
 سهل ويفي بكل المتطلبات ,positive
 ماشاء الله مزيدا من التقدم ,positive
 جميل جدا يعطيك العافيه يا رب ,positive
 تجربة OK ,neutral
 ممتازة ,positive
 لا نقول الا وفق الله كل من ساعد واجتهد وعمل بكل اخلاص امدكم الله بالصحه والعافية على ما تقدمونه من رعاية واهتمام للبعيد قبل القريب ونسأل المولى عز وجل ان يحفظ البلاد والعباد وان يبارك لولي أمرنا في عمره وماله وولده ونحمدالله ان رأينا بلادنا بهذا المستوى الصحي ,positive
 تطبيق ممتاز ,positive
 ممتازه ولكن المواعيد بعيده جدا ,positive
 ممتازه وسرييعه والحمدلله ,positive
 ممتاز والف شكر ,positive
 ممتاز جداً ,positive
 يسهل الكثير ,positive
 ممتاز وفقكم الله ,positive
 ممتاز ويفر الوقت والجهد ,positive
 شكراً لكم ,negative
 ممتازة ,positive
 تمام ,negative
 خدمة روعة ,positive
 شكرا 🌹 ,positive
 جميل ,positive
 ممتاز وسهل جداً ,positive
 تطبيق ممتاز ورايع وسريع من خلالة تحصل على الموعد المناسب في العيادة المناسبة وتختصر الوقت ,positive
 جميل ,positive
 ممتاز وسهل كثير على المراجعين ,positive
 ماشالله الله يعز دولتناء ماقصرو في كل شي يخدم المواطن👍👍👍 ,positive
 تعامل ممتاز ومواعيد مرتبه بارك الله فيكم ,positive
 تطوير ملحوظ وجيد ,positive
 تطبيق ممتاز ,positive
 ماشاءالله تبارك الله رهيييب وسهلا 👍👍 ,positive
 شكرا ,positive
 الحمد لله بعد الطبيق لايوجد اي تراكم الازدحام ,positive
 الله يعطيكم العافيه ,negative
 جميل وسلس ,positive
 جميل ,positive
 ممتاز سهل بالتعامل ,positive
 يعطيكم العافية ,positive
 ممتاز، وأن شاء الله أفضل للافضل ,positive
 جميل الله يعطيكم العافيه ,positive
 تجربة فريدة من نوعها وشكراً ,positive
 الله يحفظك ويسعدك يا ملكنا الغالي ,positive
 حلووو جداً ,positive
 تقنية تشكرون عليها الى الامام دوماً ... ,positive
 فنتاستك ,negative
 التطبيق ممتاز ويفي بالغرض ,positive
 تطبيق رائع ,positive
 ممتاز جداً وسلس في الإستخدام ,positive
 افضل تطبيق ,positive
 ممتازة ,positive
 جميل ,positive
 تطبيق رائع ,positive
 جميلة جداً ,positive
 يسهل عليك المشاوير ويريحك ويخفف الزحمات في العيادة ,positive
 تطور عظييييم جدا في وزارة الصحه يشكرون عليه ,positive
 ممتاز جدآ التطبيق ونتطلع إلى خدمات ممتازة مثله في المراكز والمستشفيات على الواقع إن شاء الله ,positive
 خدمة راقية وممتازه تسهل على المراجعين والعاملين بالمركز الصحي الوقت والجهد.. مشكورين على هذا العمل ,positive
 حلو ,positive
 جميل جدا ويسهل على المراجع جميع العقبات ,positive
 روعه ما شاء الله ,positive
 ممتازة ,positive
 تطبيق ذكي وممتاز...شكرا لوزارة الصحة ,positive
 ممتاز جداً ,positive
 برنامج مريح وسهل الاستخدام ,positive
 تحرية رائعة ,positive
 برنامج جميل ورائع ,positive
 تطور ملحوظ في خدمات وزارة الصحه، بارك ألله فيكم ,positive
 تطبيق قمة في الروعه وخدمه مميزه للغايه.. شكرا وزارة الصحة ,positive
 يستاهل الخمس نجمات على الخدمات المتميزة وربط الموعد بالتقويم للتذكير كمنبه اشكر جميع القائمين على هذا التطبيق وهذا يدل على المتابعة من الادارة الناجحه لكم مني جزيل الشكر والاحترام ,positive
 ،. ,neutral
 رائعة ,positive
 ممتازة ,positive
 ممتاذ جدا ,positive
 ممتاز لكن بالنسبة للاسنان اتمنى فتح أو تكثيف العيادات لان الموجود لا يستطيع تغطية ولا 20% من الحالات المرضية ,neutral
 برنامج ناجح جدا ااااوالى الامام ,positive
 خدمة ممتازة وسريعة اتمنى نشوف مثلها في جميع القطاعات لكن لا يوجد تقييم لمستشفى اليمامة وحرام تسميته مستشفى وهو أقرب للممشى فقط تجول في الممرات وتجد طبيب يهمه انه يزحلقك للموعد القادم وهكذا حتى تروح في داهية. ,positive
 من أفضل التطبيقات الخدمية ,positive
 روعة وخدمة ,positive
 تطبيق رائع يوفر الوقت والجهد على المريض وسهل الاستخدام .شكرا لكم ,positive
 من تجربتي تطبيق موثوق وجدا ممتاز ,positive
 ممتازة جدا ,positive
 جميل ,positive
 اول تجربة بالنسبة لي وانا اشكر كل من كان مشارك ومساعد في تطوير هذا الصرح الصحي ,positive
 الله يوفق اللي سوى التطبيق ,positive
 سهل الاستخدام ,positive
 تطبيق ممتاز لو يلتزمون به المراكز الصحيه ,positive
 برنامج سهل على الناس جزاكم الله خيراً ,positive
 تجربه سهله يعطيكم العافية ,positive
 موفقين وبارك الله فيكم ,positive
 أتمنى التقيد من المستوصف بالتطعيم للاطفال ,neutral
 رائع ومريح ,positive
 سهل وسلس ,negative
 رائع.. يقدم كثيييييييير من التسهيلات ويختصر المسافات ,positive
 ممتازة ,positive
 برنامج جميل ,positive
 رائعة ولكن التأخير في المركز ,positive
 في قمه الروعه اللهم احفظ ارض الحرمين ,positive
 رائع. جزاكم الله خير. الى الامام يا وطني ,positive
 مررتتتب ,negative
 جيد ,positive
 رائع جدا ونقلة نوعية.. شكرا وزارة الصحة.. 🌹 ,positive
 ممتاز والي الامام وشكرا ,positive
 وو ,negative
 رائع جدا و نشكرجميع القائمين على التطبيق. ,positive
 ممتازة ,positive
 سهولة حجز المواعيد ,positive
 برنامج اكثر من رائع يختصر الوقت والجهد شكرا وزاره الصحه وننتظر الجديد واقتلاع مشاكل الزحام بالانتظار ,positive
 خدمة رائعة وممتازة سهولة في الحجز والحضور قبل الموعد بقليل والإنتهاء في وقت يسير ,positive
 نتمنى لكم مزيد من التقدم والازدهار تطبيق أكثر من رائع ,positive
 ماشاءالله تتطبيق روعه ,positive
 تطبيق ممتاز جدا ,positive
 سهل الاستخدام ,positive
 تطبيق رائع وفكره جميله جدا ,positive
 ممتاز ومريح ,positive
 مممتازه جدااا وانصح المقبليم ع الاستخدام ,neutral
 سهلة ,neutral
 ممتار وسهل ,positive
 تطبيق ممتاز ,positive
 ماشاءالله تطبيق ممتاز وسهل جزاكم الله خير ,positive
 ممتازة جدا ,positive
 ممتاز وسهل التعامل ,positive
 ممتازة ,positive
 جميل ,positive
 ممتازة ,positive
 لا يعلى عليه وفقكم الله ,positive
 تطبيق رائع سهل علينا الكثير من المشقة ,positive
 وفر وقت بصورة كبيرة ,positive
 الموقع سهل جدا ,positive
 مريح ,positive
 جيد ,positive
 تطبيق اكثر من رائع ممتاز جدا نشكر وزارة الصحه والقائمين عليه ,positive
 ممتاز لجدولة المواعيد وتوفير الوقت . ,positive
 سهل جدا المفروض من زمان ,positive
 ممتازة ,positive
 فوق الممتاز ,negative
 ممتازة ,positive
 باقي بعد الموعد نشوف كيف الوضع ,neutral
 ممتازة ,positive
 جميل جدا شكرا لجهودكم ,positive
 خدمه اكثر من رائعه شكرا لكم ,positive
 ممتاز ونطمح للمزيد ,positive
 تطبيق ممتاز اشكر القائمين عليه ونتمنا ان يشمل كافة الدوائر الحكويه شكرا جزيلا ,positive
 ممتازة ,positive
 فنتاستك ,negative
 يوفر الجهد و الوقت و يريح المريض شكرا على رقي خدمتكم ,positive
 تطبيق جيد ,positive
 ممتازة ,positive
 فنان وسهل ,positive
 رائع جداً وشكراً لكم ,positive
 ارجو ان يتم التحويل من المركز إلى المستشفى بشكل إلكتروني ايضا ,neutral
 حقيقي موقع بطل وأكثر من رائع ,positive
 جميل ,positive
 خدمة المواعيد الجديدة عامة خدمة رائعة تتيح للمريض أو المراجع تحديد الوقت المناسب له والمركز الذي يريده والتطبيق مكمل لتلك الخدمة ,positive
 شكرا ,positive
 يا ليت لو نقدر نختار الدكتور اللي يعالجنا مو بس العياده و بيكون التطبيق افضل ,negative
 ممتاز جداً ,positive
 احسن مستوصف في العالم ,positive
 راااائع وسهل وسريع👍 ,positive
 يستحق خمسة نجوم ,positive
 جيدة ,positive
 .ك ,negative
 تطبيق جميل وسريع لحجز المواعيد ,positive
 سهل جداً ومرن التطبيق بالنسبه للتطبيقات الحكوميه مو معقد ،حبيته جداً. ,positive
 تطبيق جيد ,positive
 ممتازة ,positive
 موفقين ,positive
 تطبيق رائع يوفر علينا الذهاب للحجز المواعيد شكرا من القلب😁✌ ,positive
 التطبيق يختصر للمريض الذهاب للمستشفى للحجز ممتاز ,positive
 نعم ... تستحقون الكثير من الشكر والتقدير على كل جهد تقومون به لخدمة المواطن . ,positive
 ممتاز ومريح بس لو فيه إضافة عيادات اكثر او تخصص مثل تحليل او كذا ,positive
 اعجبني .. ماشاء الله تبارك الله ,positive
 جيد ,positive
 الحمدالله على نعمة وربي برنامج جميل و سهل جدا ,positive
 خدمات نوعية متميزة وخدمات الكترونية متقدمة كل الشكر والتقدير ,positive
 سهولة حجز المواعيد ,positive
 ممتازة ,positive
 ممتازة ,positive
 اول تجربه وفريده من نوعها اذا كانت الخدمه متوفره بنفس الموعد ,positive
 ممتاز بحيث يوفر الوقت و الجهد و يعمل على تنظيم المراجعات للمراجعين شكراً لكم ,positive
 منتاز ,negative
 ممتاز وجزاكم الله خير على البرنامج ,positive
 تطبيق ممتاز وأرجو تشغيله لحجز موعد بالمستشفيات ,positive
 جيدة ,positive
 ممتلز ,negative
 ممتازة ,positive
 تطبيق رائع جدا ,positive
 الاداء رائع والاستقبال ممتاز والموعد ممتاز بارك الله في جهودكم ,positive
 روووعه بصراحه ارتحنا من الزحمه ,positive
 نطلب الأفضل مراكز صحية تليق برؤية ٢٠٣٠ ,positive
 الله يعطيكم العافيه ,negative
 ممتاز وشكرا لكم وأدام الله على الجميع نعمة الصحة والعافيه ,positive
 ممتاز وسهل الاستخدام ,positive
 خدمة المواعيد ممتازه جدا ,positive
 تم ,negative
 تطبيق رائع وفكره ممتازه وسوف يكون تحت التجربه وان شاءالله يكون عند حسن ظن الجميع ,positive
 ممتاز وشكرا شكرا السعوديه ,positive
 رائع جدا جدا جدا يمكن لك تنزيل هذا التطبيق ,positive
 شكرا لكم ,positive
 شكرا مملكة الخير ,positive
 شكرا لوزارة الصحة على هذا التطبيق الذى يساعد على اكتشاف الحالات المصابة ,positive
 ممتازة ,positive
 ممتاز دام عزك يا وطن 🇸🇦 ,positive
 ماشاء الله تبارك الله ,positive
 ممتاز الله يكفينا شر هذا المرض وسائر الاسقام ,positive
 يجب على الناس تكون لها وعي وتحمل التطبيق اجباري ,neutral
 برنامج رائع الله يعطيكم العافية ,positive
 تطبيق ممتاز جدا شكرا لكل من ساهم في هذا الإنجاز الرائع تمنياتي للجميع بدوام الصحة والعافية ,positive
 حلووووووووووووووووو ,positive
 يعطيكم العافيه ,negative
 ممتاااز ومفيدجدا ,positive
 الوقاية خير من العلاج الله يستر علينا وعلى جميع المسلمين في جميل العالم ,positive
 جيد ,positive
 جزاكم الله خيرا ,positive
 الله يحفظ الجميع ,positive
 الالالالالالالالالالالالاللللللللللللللاااااااااااأ التباعد ,neutral
 عمل جبار بكل المقاييس الانسان والوطن يحتاج كل هذا. حفظ الله السعودية واهلها من كل مكروه. بلد عظيمه وقيادة حكيمة ,positive
 جيد ,positive
 ممتاز كعملي ,positive
 ماشاءالله لاقوةإلابالله تطبيق رائع وهذا أكبر دليل على محبة ولاة أمرنا لنا باالسلامه اللهم احفظ ملكنا وولي عهده الأمين واحفظ بلادنا من كل شر واشف مرضانا ومرضى المسلمين ,positive
 تمام ,negative
 يجب على الجميع تحميل التطبيق لدعم جهود الدولة في التباعد ,neutral
 تباعد ,negative
 جيد ,positive
 جريح الزمن السرواني ,negative
 كفكره حلو بس مافيه احد يستخدمه خالطت مصابين ومايجيني تنبيه 🤷🏻‍♀️المفروض تحميله اجباري ,neutral
 والله ,positive
 شكراً على التنبيه ,negative
 جيد ,positive
 ممتازة ,positive
 حلو ,positive
 لو تحطو العلم. كامل احسن ,positive
 لم اجربه بعد ,negative
 ممتاز وأنصح به ,positive
 تطبيق جميل جدا انصح الجميع باستخدامه بالتوفيق للجميع ,positive
 جديد ,neutral
 تم ,negative
 جيد ,positive
 محافظة محايل عسير حي الضرس الرمز البريدي ,neutral
 شكرا ,positive
 ممتازة ,positive
 جيد. ,positive
 شكرا على تنبيهكم ,positive
 شكرا شكرا ,positive
 الحمد لله عزوجل كثير الشافي ,positive
 ممتازة ,positive
 رائعة ,positive
 هو حلو ,positive
 شكرا على الشركه إلي صنعته الله يوفقك يارب العالمين وجزاكم الله خير 🇸🇦👍 أنا سعوديه وافتخر ,positive
 تجريب ,negative
 نتمنى دمجه مع توكلنا، شكرا سدايا. ,positive
 نعم ,positive
 اشكركم بشده على هذا التطبيق الرائع اشكر ولي العهد وخادم الحرمين الشريفين الملك سلمان بن العبد العزيز ووزير الصحه ومحمد بن العبد العال ♥️♥️ ,positive
 جيد ,positive
 الوقاية خير من العلاج.. وربنا يحفظ الجميع شر المرض... ويرفع عنا شر البلاء والوباء... ,positive
 جممييييل جدٱٱ يوصى به.... ,positive
 شكرآ شكرآ ,positive
 الحذر منهم جداً بلأمر الجميل ,positive
 شي طيب والله ,positive
 جيد ,positive
 جميل جدا شكرا شكرا ,positive
 حلو ,positive
 شكرا لكم وزارة الصحة السعودية باهتمامكم بالموطن والمقيم ربنا يحفظ البلاد وامنها ,positive
 ممتاز...وجهود جبارة ,positive
 نعم ,positive
 أفضل برنامج مفيد جدا ,positive
 ابله أنا قمرسمير عن طريق الماوس الأيمن على اساس ,neutral
 اشكركم على هذا التنبيه سائلا المولى عز وجل أن يحفظنا من هذا الوباء جميعا ويرفعه عنا جميعا اللهم امين ,positive
 وع ,negative
 كرونا ,neutral
 حلو التطبيق لانو يريل الاشتارات اور باول عاجبني ,negative
 قوووة القووووه ,positive
 وفق الله الجميع لما يحبه ويرضاه ,positive
 جتفف الله وبركاته مساء الخير ,positive
 مم ,negative
 محسن الحل وجيد ,positive
 ابرهيم التاجر الصغير ,negative
 ماشاءالله تبارك 🦄الرحمن 🦄اتمنى 🦄لو 🦄ينزلون 🦄زي ,positive
 جيد ,positive
 واصفه الحرمين ,positive
 ممتاز شكرآ لكم ,positive
 جميل ,positive
 فكرة ذكية. اللهم اعف عنا وعافنا. ,positive
 تطبيق حلو ,positive
 سكس ,negative
 تطبيق جميل ,positive
 حلو ,positive
 جيد ,positive
 شكرا لكم ,positive
 كونان ,negative
 م.... ,positive
 👍ممتاز ويعطيكم ألف عافية يستاهل ***** ,positive
 مرا حلو ,positive
 تطبيق رأي مميز جدا ماشاء الله ,positive
 برنامج تباعد يبين انو اذنك مصاب بوباء كورنا يبان وذنك منتى مصاب بوباء كورنا يجيك سلبي الله يبعد عنا كلنا وباء كورنا قولو آمين ❤️💛💛🖤🖤 ,negative
 تباعدو لتسلمو بعد الله ,negative
 رفع الله ذلك الفيروس كورونا عاجلاً غير آجل وطهر الله تعالى كل شبر من الوطن من شره الشفاء العاجل للمصابين والرحمه لمن سبقونا إلى دار الاخره اللهم امين يارب العالمين اللهم احفظ كوادرنا الطبيه من شر العدوى يارب العالمين اللهم امين يارب العالمين ,positive
 اعتقد التورط بالجن الكمدي افضل من فيروس كرونا ,neutral
 جزاكم الله خير الجزاء ,positive
 التطبيق رائع جداً ٥نجوم ,positive
 جمييل ,positive
 لازم تشغلون البلتوث ,negative
 مميز ,positive
 البرنامج مره مفيد النصح كل واحد يجربه ,positive
 مممممممممممممتاز ,positive
 تحت التجربه وان شاء الله يقينا الله من جميع الأمراض وكل مسلم يارب ,positive
 👍والله ,positive
 شكرا شكرا من القلب لوزارة الصحة على انشاء هذا التطبيق الرائع بصراحة انصح كل مين يشوف المراجعة يقوم يتحمل البرنامج بس قول اللهم اصرف عنا الوباء ,positive
 توني احمل ,negative
 ماصارشي والحمدلله اتابع كل يومانشاءالله يكون يودي الوجب المكلف في وسلامتكم ,positive
 تطبيق جميل ,positive
 عبدالخالق الشهري ,neutral
 السلام عليكم ,positive
 😍😍تمام ,positive
 حلو ,positive
 تطبيق جميل ❤️ ,positive
 تمام ,negative
 حلو بس ,positive
 شكران عل اهتمام بانا ,positive
 مستخدم جديد ,neutral
 جزاكم الله خيرا على ماتقدمه من عمل جليل للتوعية الناس ,positive
 اكثر من رائع ,positive
 واو جميل لما كان فيه واحد جنبي صار انضار وؤجال طاح 💔😂 ,negative
 جميل وأكثر من جميل ويستاهل نجوم الصراحه....@ ,positive
 لا يعمل لدي ,negative
 تطبيق تباعد ان هاني عن الفيروس ساعدني مره مره هذا مره حلو هذا البرنامج اعجبني حط نجوم زين انا انا ,positive
 هدى جيدة ,positive
 بارك الله في الجميع ويحفظ العباد والبلاد إنه أرحم الراحمين ,positive
 طذ طظ ث ,negative
 تطبيق جميل ,positive
 وشكرا جزيلا ,positive
 مفيد جدا ,positive
 نشكر الصحه على اهتمامه بلموطن ,positive
 هي و شلون اسوي ما يصير قولوا لي كيف ,negative
 مرا حيل، ,negative
" الا حمله أهم شي يفيدك "" ",neutral
 صي دكتور نةوو ,negative
 جميل ,positive
 تجض ان ,negative
 كورونا ,neutral
 احسن ,positive
 امين يارب العالمين ,positive
 نجم ,positive
 حلوه ,positive
 ابو إكرام عمر الكحيلي ,positive
 خلللللللوووووووووووو مررررررررررررررررره👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻 ,negative
 هل هذا التطبيق يكشف الاصابه ام مجرد تبتعد ,negative
 شكران إلله يسعدكم💘 ,positive
 حلو ,positive
 ممتاز جدا جدا سكر ا لكم ,positive
 لم اجربه بعد ,negative
 ممتازة ,positive
 يساعد جدا الاشخاص ,positive
 اهم وأفضل تطبيق وشكراً ,positive
 ويد حلو ,positive
 انه مفيد جداً ☺☺ ,positive
 نجرب على الله يارب يبعد الشر عنا وعنكم ,positive
 ممتعا ,positive
 الله يجزاكم خير ,positive
 انصح كل الناس يحملون تباعد لاانوه ممتاز ل الصحه ارجو كل الناس يحملونه تباعد ,neutral
 حلو ,positive
 يجنن ويفيد شكرا يا❤KSA ❤ ,positive
 برنامج جيد ,positive
 مفيد جداً جداً جداً ورائع جدا ابداع متواصل 🌷🌷🌷🌷🌷😘😘😘😘😘😘😘😘😘😘 ,positive
 الله يحفظنا ويحفظ ولاءة امرنا وشعبنا وجميع المسلمين ,positive
 حمد ,positive
 كل وحد يدخل التطبيق ممتاز انصحكم فيه تحملون هذا التطبيق حلو مرا ,positive
 فتحي النهاري ,neutral
 حلو ,positive
 أن أن ما تنط ث ,negative
 من اجل الصه العامه ,negative
 برنامج جميل ,positive
 خمس نجوم حتى لو ما جربته ,negative
 التطبيق جدا رائع جدا و جميل جدا وشكرا 💛💜💛💜 ,positive
 مفيد جدا ويساعد على تفادي المصابين بالتباعد عن الازظحام والمخالطة ويقي بعد الله من الاصابة ,positive
 البالغ لغلا ,negative
 واوووو يجنن ,negative
 شكرا ,positive
 ماشالله تبارك الله ,positive
 ممتاز الافضل حمل البرنامج لصحتك وصحة الاخرين ,positive
 تات وت من ا زو علتل لاعا ,negative
 جيد ,positive
 لم يحصل أي تنبيه ,negative
 التطبيق ممتاز ,positive
 الله يبعد وعنا عنكم كل شر يا رب العالمين ,positive
 جيد ,positive
 يعاني كويي ,negative
 شكرا على تطبيق واو😍 ,positive
 حلو ,positive
 روعة ,positive
 الله يعطيهم العافية على التطبيق يا زينه ,positive
 اشكر مخترع تطبيق تباعد جدا جدا جدا 👍👍👍👍 ,positive
 شكرا ااا ,positive
 ممتاز و جزاء كل من ساهم فى هذه التطبيق العملي على الحفاظ صحة وسلامة الكل ,positive
 تطبيق رائع كنه ,positive
 مممتاز ,negative
 ياسلام عليكم الله الحامي لناولكم ,positive
 ممتازة... المشكلة إن المصاب ما يدخل بياناته أنه مصاب. ,positive
 التطبيق حلو شكرا جزيلا الي سواه احبه شكراااااااااااااااااا كثير ,positive
 انشاء الله يكون صحيح والله الموفق ,positive
 حسنا ,positive
 ممتازة جداً. ,positive
 تطبيق ممتاز ,positive
 عالم هادئ بالهدوء ,positive
 جميل جدا جدا جدا جدا ويستحق التحمييل 😍😍😍 ,positive
 اللللللهم اکفنې شر نفسې ,negative
 جميل ,positive
 ضصتذرذرذوذذرطر، ٠@&1!26!2 1 1 1 ,neutral
 تطبيق سهل جداً شكراً جزيلاً على تطبيق ,positive
 جميل جداً ورائع ,positive
 الجربح الدربي ,positive
 والله العظيم ان ذا التطبيق مره مفيد والحمدلله نبهني ان في احد مصاب بالكرونا الله يبعد عنا المرض ,positive
 اشكر تطبيق تباعد ,positive
 كلمة المرور ,negative
 هلابك 🤩🤩🤩😘🌹 ,negative
 ياصسقل ,negative
 أنا سعودي شكرا لي وزاره الصحه السعوديه شكرا سعادني كان في واحد مصاب بي كورونا وقالي ابعد عنه تحيتي لي وزاره الصحه ,neutral
 شكرا على هذه التطبيق ,positive
 صلح مشاكلي ,positive
 النااااس اللييييي ممموووو ععااااييييشششيييين فييييي السعوديه ويحملووةةونه ويسبوووووونه شوووووو. ضعكم؟ الللههه ييشششففييييكممممم ,negative
 ان احب هذ الت بي النه يحميني من الفير س ,positive
 شكرا لوزاره الصحه السعوديه على اهتمامهم و شكرا على التطبيق الرائع والفكره الجميله ,positive
 ممتاز ورائع ومفيد جدآ ,positive
 اشكر تطبيق تباعد واشكر مخترع تبعد لان التطبيق هذا ينصح به للناس اللي مضيع تهم ضعيفه ولا احد مصاب بكورونا اول ما يطلع عندك اهرب بسرعه لانه في بتدرين ان الشخص اللي جنبك في كرونا هذا التطبيق لنا لو كان بيننا في احد الايام القادمة ,positive
 هذا التطبيق يعمل بشكل جيدجدا ,positive
 تطبيق جميل أشكر وزارة الصحة أشكر من صمام البرنامج ,positive
 انهو جميل ,positive
 جيد ,positive
 وفقكم الله ,positive
 حلوووو ,negative
 نصايح مفيده ولكم جزيل الشكر والتقدير ,positive
 مره حلوووووووو 🌛🌜 ,positive
 مشكورين ,positive
 - ؏شـتت↓♥️،' ,neutral
 تطبيق جري وجميل.. وتمت الإستفادة منه تحياتي للقائمين عليه ,positive
 تطبيق ممتاز شكراً وزارة الصحة ,positive
 ممثاز ,negative
 شكرا على ابداع ,positive
 أبر بتحبها على كل شي قدير 💕❤️😍🦄😁 ,positive
 حزلو ,negative
 وممدوح ,negative
 ياجماعه تروه مفيد وان ون ناحيتي أراه جيد ,positive
 حلووووو😍😍😍😍😍😍😍😍😍😍 ,positive
 كيف ,neutral
 كيف استطيع ان احجز موعد فحص ,neutral
 تطبيق ممتاز جدا ,positive
 جيد ,positive
 تطبيق رائع لسلامتك وسلامت عائلتك ,positive
 حلوووووو ,negative
 مرايجننن طقن طقن حان وقت القهوه ,negative
 بصمة ,positive
 الله يعز المملكة ,negative
 مرحبا ,positive
 الذي لايستعمله بخيل الاصدقاء والذي يوافقني يضع:👍 ,positive
 😘😘😘😘😘مراحلووووووووو ,positive
 غير مجدي ,negative
 برنامج سيء و لا يعمل ولا يفيد في اي شيء ,negative
 عجطث ,negative
 الوو ,negative
 سيظهر الاسم والصوره والجدول في ملف الشخصي في موقع مع تعليقاتك التعديلات السابقه ما رايك للمستخدمين ومنتظرين تطبيقات مالم حذفها حسنا المدينه معلومات نشر تباعد ,neutral
 اا ,negative
 ١٥٠الف حلو ,positive
 لتلت،🤗👭😞🙃🙃📱📱🤣🤣🤣😭😭😭😭🌈🌈🥀🌀☀️💧🌧️🌩️🌩️🌉🌃🌃🐻🐶🐺🐺🐻🐺🙈🐺 ❤️❤️❤️❤️💋💋💋🐶🐶🐶🐻🐻🐻🙈🙈🙈🐺🐺🐺🇦🇶🇦🇲🇦🇶🇦🇿🇧🇧🇦🇫🇦🇫🏁🏁🏁🏁🏁🇦🇽🇦🇼🇦🇲🇦🇼🇦🇲🇦🇽🇦🇲🇦🇼🇦🇲🇦🇼🇦🇲🇦🇼🇦🇲✖️✖️✖️✖️♠️♣️ ,positive
 سامي خالد الحربي ,neutral
 شكرا لكم إن هذا التطبيق رائع الهم احم جميع المسلمين يا أرحم الراحمين ,positive
 البرنامج مرا حلو يكشف الناس إلي فيهم كورونا ,positive
 ممتاذ ,negative
 بِسْمِ اللَّهِ الرَّحْمَنِ الرَّحِيمِ قُلْ أَعُوذُ بِرَبِّ النَّاسِ (1) مَلِكِ النَّاسِ (2) إِلَهِ النَّاسِ (3) مِنْ شَرِّ الْوَسْوَاسِ الْخَنَّاسِ (4) الَّذِي يُوَسْوِسُ فِي صُدُورِ النَّاسِ (5) مِنَ الْجِنَّةِ وَالنَّاسِ (6) ,neutral
